EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHomeKM,Education,EducationField,JobRole,Salary,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrentManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
A923-9EF6,Female,41,Frequent Traveller,Technology,7,1,Business Studies,Machine Learning Engineer,107008,No,05-02-2012,No,10,9,10,9,06-12-2015,4,5,3,1,2,2,3,3
DFA9-990E,Male,43,No Travel ,Sales,34,4,Marketing ,Sales Executive,108315,No,17-01-2012,No,10,9,10,10,06-12-2015,5,5,5,3,2,3,5,4
C6EC-FEB5,Female,38,Some Travel,Sales,1,1,Economics,Sales Executive,151141,No,19-01-2012,No,10,3,6,9,08-12-2015,3,2,5,2,0,4,5,4
598D-E3B4,Male,19,No Travel ,Technology,9,3,Information Systems,Software Engineer,29798,Yes,19-03-2022,Yes,0,0,0,0,09-12-2015,5,2,3,3,0,2,4,4
B98B-4689,Non-Binary,22,Frequent Traveller,Sales,28,4,Marketing ,Sales Executive,39845,No,13-01-2019,Yes,1,0,0,0,09-12-2015,4,5,3,3,1,2,5,5
63BF-A86A,Female,39,Frequent Traveller,Human Resources,16,3,Human Resources,HR Executive,201564,Yes,12-10-2022,Yes,0,0,0,0,10-12-2015,3,5,5,2,2,4,3,2
58C8-63FA,Male,38,Some Travel,Technology,40,4,Computer Science,Senior Software Engineer,126505,No,15-04-2012,No,10,1,5,8,10-12-2015,4,2,4,3,0,5,4,3
E6D9-ADEE,Female,20,No Travel ,Technology,45,2,Computer Science,Software Engineer,28262,No,29-08-2020,Yes,1,0,0,0,14-12-2015,5,4,3,2,1,2,4,3
9727-BC84,Male,31,Some Travel,Sales,15,3,Marketing,Sales Executive,187930,No,07-04-2012,Yes,3,2,2,0,19-03-2013,3,5,3,3,2,5,3,2
E5C1-B122,Female,36,No Travel ,Sales,33,4,Marketing,Sales Executive,116057,No,19-03-2012,No,10,2,10,2,14-12-2015,5,2,2,3,1,3,4,4
39FC-7149,Female,27,Some Travel,Technology,1,3,Computer Science,Software Engineer,31450,No,10-01-2015,No,7,3,5,7,14-12-2015,3,4,3,2,3,2,4,4
A2AE-FD61,Male,32,Some Travel,Technology,30,1,Information Systems,Data Scientist,89960,No,18-05-2021,No,1,0,1,1,15-12-2015,3,5,3,1,3,2,4,4
E55E-9436,Male,41,No Travel ,Sales,34,3,Marketing ,Sales Executive,326896,Yes,03-02-2020,Yes,2,1,1,1,17-12-2015,3,5,2,1,1,5,4,4
DF94-FD29,Male,22,Frequent Traveller,Sales,4,4,Marketing,Sales Executive,75816,No,24-12-2020,Yes,1,0,0,0,18-12-2015,3,2,2,3,0,3,4,4
9C71-34AE,Non-Binary,40,Some Travel,Technology,44,2,Computer Science,Software Engineer,69119,No,15-02-2012,No,10,8,10,5,19-12-2015,4,3,5,1,1,2,4,3
AF5D-A8C8,Male,24,Some Travel,Sales,27,4,Marketing ,Sales Executive,86102,Yes,04-05-2021,Yes,0,0,0,0,20-12-2015,3,4,5,1,0,5,5,5
0CED-EE28,Female,48,Some Travel,Technology,25,1,Computer Science,Data Scientist,47464,No,06-03-2012,No,10,4,8,10,21-12-2015,3,5,3,3,0,2,4,3
5C61-8F3A,Female,34,Some Travel,Technology,5,1,Information Systems,Data Scientist,127432,Yes,06-02-2012,No,10,8,9,9,21-12-2015,4,2,5,1,3,4,4,4
A2FB-2D5D,Female,43,Some Travel,Technology,11,5,Information Systems,Analytics Manager,482510,No,17-03-2012,No,10,9,9,1,23-12-2015,3,2,4,3,1,2,4,4
DA8E-9496,Male,27,Some Travel,Technology,22,2,Computer Science,Data Scientist,56449,Yes,04-10-2016,Yes,3,1,1,2,19-03-2013,5,2,5,2,0,5,3,2
F93D-CB5A,Female,40,Some Travel,Technology,26,3,Information Systems,Senior Software Engineer,120858,No,29-04-2012,No,10,9,9,8,23-12-2015,4,3,5,3,1,3,5,4
E681-7B57,Male,18,Frequent Traveller,Technology,26,2,Information Systems,Data Scientist,31532,No,22-05-2022,Yes,0,0,0,0,25-12-2015,4,3,5,2,1,4,3,2
6C42-A719,Female,22,Some Travel,Technology,37,3,Computer Science,Data Scientist,30442,Yes,11-03-2020,Yes,0,0,0,0,26-12-2015,5,2,4,1,3,4,3,3
A9EB-9E41,Female,30,Some Travel,Technology,30,1,Computer Science,Machine Learning Engineer,228438,No,30-04-2012,No,10,6,9,10,26-12-2015,3,3,2,3,0,5,4,4
4CA1-F139,Male,24,Frequent Traveller,Technology,34,2,Computer Science,Software Engineer,28484,Yes,01-05-2019,Yes,1,1,1,1,27-12-2015,3,3,3,2,0,2,3,3
63B0-1036,Female,25,Some Travel,Technology,12,3,Business Studies,Software Engineer,52957,No,10-07-2017,No,5,3,5,4,28-12-2015,5,2,4,1,1,4,5,5
74F2-5C55,Male,47,Some Travel,Technology,40,2,Computer Science,Data Scientist,108798,No,12-04-2012,No,10,0,4,7,31-12-2015,4,5,5,1,0,4,3,2
ACA9-5DC2,Female,46,Frequent Traveller,Sales,14,1,Economics,Sales Executive,205159,No,07-03-2012,No,10,1,9,6,31-12-2015,3,5,4,2,0,3,3,2
40BE-EEAF,Male,24,Frequent Traveller,Technology,45,3,Computer Science,Data Scientist,85422,Yes,28-03-2021,Yes,1,0,0,0,01-01-2016,5,5,2,2,0,3,5,5
79F3-8AA5,Female,47,Some Travel,Human Resources,21,3,Marketing ,HR Executive,98608,No,14-02-2012,No,10,5,10,4,01-01-2016,5,4,5,2,1,3,5,4
DEC5-9319,Male,23,Some Travel,Technology,5,3,Information Systems,Software Engineer,63709,No,14-04-2017,Yes,1,0,0,0,19-03-2013,3,4,3,3,2,2,4,3
79F7-78EC,Non-Binary,27,Some Travel,Sales,37,4,Marketing ,Sales Executive,141998,Yes,14-12-2013,Yes,5,5,5,1,02-01-2016,3,4,5,1,0,5,3,3
B61E-0F26,Male,28,Frequent Traveller,Technology,3,3,Business Studies,Software Engineer,58993,Yes,07-11-2014,Yes,7,2,7,1,03-01-2016,5,3,4,2,1,5,3,2
F5E3-48BB,Female,25,Frequent Traveller,Human Resources,3,3,Human Resources,Recruiter,23547,No,13-01-2015,Yes,3,0,2,1,03-01-2016,3,2,2,2,1,4,3,3
C2DD-9D37,Male,42,Some Travel,Sales,16,4,Marketing ,Sales Executive,106277,No,19-03-2012,No,10,0,5,5,03-01-2016,5,3,2,3,0,2,4,3
0678-748A,Male,25,Some Travel,Sales,4,2,Economics,Sales Executive,57698,Yes,11-05-2015,Yes,6,5,6,2,04-01-2016,5,3,4,2,1,3,5,4
541F-3E19,Female,27,Some Travel,Technology,30,1,Information Systems,Data Scientist,49374,Yes,02-04-2014,Yes,1,0,0,1,04-01-2016,5,2,5,2,0,2,3,2
F93E-BDEF,Male,43,Some Travel,Technology,17,4,Information Systems,Machine Learning Engineer,130848,Yes,09-02-2014,No,8,8,8,8,04-01-2016,3,2,4,2,1,3,3,3
C0A1-EB7D,Female,36,Some Travel,Technology,32,3,Computer Science,Senior Software Engineer,111294,No,02-03-2012,No,10,8,8,10,05-01-2016,4,4,4,2,2,4,4,4
1359-BEE3,Female,41,No Travel ,Technology,22,3,Computer Science,Data Scientist,52581,No,09-12-2013,No,9,8,8,7,06-01-2016,4,4,2,1,1,4,3,3
D5DA-363A,Male,33,Some Travel,Sales,41,2,Marketing,Sales Executive,71201,No,24-01-2012,No,10,8,10,4,07-01-2016,5,5,2,2,1,2,3,2
E1B4-9AA1,Female,46,Some Travel,Sales,36,3,Marketing ,Sales Executive,96188,Yes,26-04-2012,Yes,9,8,9,5,23-03-2013,4,5,3,3,2,5,4,3
9E7A-1F70,Female,29,Some Travel,Sales,4,2,Marketing ,Sales Executive,129356,No,02-05-2012,Yes,5,1,1,2,08-01-2016,4,2,5,1,0,3,3,2
05ED-92F1,Non-Binary,27,Frequent Traveller,Sales,41,3,Marketing,Sales Representative,28984,Yes,10-10-2016,Yes,3,1,1,0,10-01-2016,4,4,3,2,0,2,5,4
F72D-261D,Male,28,Frequent Traveller,Technology,5,3,Information Systems,Data Scientist,76133,Yes,06-01-2014,Yes,1,0,1,0,10-01-2016,4,5,2,3,1,3,5,4
38EB-ADBD,Male,48,Some Travel,Technology,20,3,Information Systems,Software Engineer,56546,No,01-11-2013,No,9,4,6,3,10-01-2016,4,5,4,1,0,4,3,3
774E-685D,Male,30,Some Travel,Sales,42,4,Marketing,Sales Executive,148862,Yes,03-11-2013,Yes,2,0,1,1,11-01-2016,5,3,4,3,0,5,5,5
9937-CDF7,Male,28,Some Travel,Sales,19,2,Marketing,Sales Representative,56122,Yes,31-03-2013,Yes,7,5,5,0,11-01-2016,4,3,4,2,1,3,4,4
CD59-7F94,Non-Binary,30,Some Travel,Sales,37,4,Economics,Sales Executive,341039,No,16-02-2014,No,8,2,4,1,11-01-2016,3,3,4,1,1,5,4,4
8CC3-0C6A,Female,24,Frequent Traveller,Sales,9,1,Marketing ,Sales Executive,125759,No,21-11-2018,No,4,3,3,0,11-01-2016,3,2,3,2,1,5,3,2
7839-CA12,Female,23,Some Travel,Sales,16,3,Marketing,Sales Representative,23794,No,25-03-2017,Yes,1,0,0,0,12-01-2016,4,5,3,1,1,3,5,4
EB66-D679,Male,20,Some Travel,Sales,8,3,Marketing ,Sales Representative,27060,Yes,04-01-2022,Yes,0,0,0,0,12-01-2016,5,3,2,2,1,4,3,2
3CD6-5587,Female,31,Some Travel,Technology,20,2,Computer Science,Software Engineer,59697,Yes,02-02-2012,Yes,7,5,6,0,24-03-2013,4,2,3,1,2,5,4,3
763B-DE6E,Prefer Not To Say,23,Some Travel,Technology,32,4,Computer Science,Software Engineer,23041,Yes,30-06-2017,No,5,1,5,3,13-01-2016,4,2,4,1,3,3,3,2
12F7-BCBB,Female,48,Frequent Traveller,Sales,2,1,Technical Degree,Sales Representative,37124,No,06-12-2013,Yes,9,8,8,7,14-01-2016,5,4,5,3,1,5,4,3
D045-B6CA,Female,26,Some Travel,Technology,34,4,Information Systems,Software Engineer,71198,No,07-11-2017,Yes,5,0,0,1,14-01-2016,3,2,4,2,0,5,3,2
FF14-A43E,Male,47,Some Travel,Technology,41,1,Computer Science,Data Scientist,40786,No,01-02-2012,No,10,3,5,5,15-01-2016,3,5,4,1,3,5,4,4
02DA-7A72,Male,29,Frequent Traveller,Sales,42,3,Technical Degree,Sales Representative,78726,No,25-04-2012,Yes,6,0,1,1,16-01-2016,3,2,4,1,1,5,4,4
28EA-A010,Female,26,Some Travel,Sales,2,2,Marketing,Sales Executive,149390,Yes,15-08-2016,Yes,3,1,1,2,16-01-2016,3,3,4,3,0,2,4,3
CBB3-0D7E,Male,26,Some Travel,Sales,44,1,Technical Degree,Sales Representative,40638,Yes,11-01-2014,Yes,2,0,0,1,16-01-2016,5,2,3,3,2,3,4,3
C330-DAF4,Female,34,Some Travel,Sales,16,2,Economics,Sales Executive,100710,Yes,20-05-2012,No,10,10,10,2,16-01-2016,3,4,5,2,1,5,5,5
B48C-47D0,Male,28,Frequent Traveller,Sales,28,3,Marketing ,Sales Representative,43939,No,29-07-2013,Yes,6,1,4,3,17-01-2016,3,5,2,1,1,2,3,2
6DEB-F440,Non-Binary,21,Some Travel,Technology,41,3,Computer Science,Data Scientist,29793,Yes,22-06-2019,Yes,3,0,0,2,17-01-2016,3,5,2,3,0,3,4,4
BAFA-86DF,Male,26,No Travel ,Technology,15,4,Business Studies,Software Engineer,35373,Yes,02-08-2017,Yes,4,3,3,0,24-03-2013,5,5,2,1,3,4,4,4
32AE-C02F,Male,24,No Travel ,Sales,8,3,Marketing,Sales Executive,82405,Yes,19-06-2016,Yes,5,1,4,1,18-01-2016,3,2,3,1,1,3,4,4
8A6B-AD5C,Female,24,Some Travel,Technology,30,3,Information Systems,Data Scientist,61883,No,02-08-2016,Yes,1,1,1,0,18-01-2016,4,5,2,2,0,3,5,4
8D34-EBDF,Male,29,Some Travel,Human Resources,14,4,Technical Degree,Recruiter,46703,No,31-07-2014,Yes,0,0,0,0,18-01-2016,4,5,4,3,2,2,5,4
8BAB-B4A6,Male,38,Some Travel,Sales,35,3,Marketing ,Manager,340229,Yes,13-01-2012,No,10,7,9,3,18-01-2016,5,5,2,2,2,4,3,2
6FE1-C8A8,Male,29,Some Travel,Sales,35,2,Economics,Sales Executive,140962,Yes,13-06-2013,Yes,4,0,2,4,19-01-2016,3,4,3,2,1,5,5,4
EB8F-204D,Male,26,Some Travel,Technology,5,3,Other,Data Scientist,49045,No,13-01-2016,Yes,1,0,0,0,19-01-2016,4,4,5,1,1,5,5,5
606E-A262,Male,28,Some Travel,Technology,27,1,Information Systems,Analytics Manager,277344,Yes,02-07-2013,Yes,3,1,1,1,20-01-2016,5,5,2,3,0,3,3,2
CEE1-DA0F,Female,23,Some Travel,Technology,23,3,Computer Science,Software Engineer,40438,Yes,20-11-2018,No,4,0,0,2,20-01-2016,5,5,2,2,0,2,4,3
05B0-755F,Male,44,Some Travel,Technology,29,3,Computer Science,Data Scientist,57890,No,24-05-2013,No,9,8,8,8,21-01-2016,3,4,2,2,1,4,4,3
45D2-369E,Male,30,Some Travel,Technology,7,1,Information Systems,Data Scientist,70182,No,07-06-2013,No,9,8,9,8,22-01-2016,3,5,3,3,3,3,5,5
5160-53BD,Non-Binary,29,Some Travel,Technology,24,3,Computer Science,Software Engineer,41307,No,19-08-2014,Yes,0,0,0,0,25-03-2013,4,2,3,2,1,2,3,2
7F1C-20B8,Female,39,Some Travel,Technology,10,2,Information Systems,Data Scientist,65796,No,02-07-2013,No,9,9,9,5,22-01-2016,5,5,4,2,1,4,3,2
D4D5-27FB,Male,29,Some Travel,Technology,36,1,Information Systems,Data Scientist,86428,No,20-11-2014,Yes,6,5,5,5,23-01-2016,4,2,5,3,1,5,5,5
9C71-61AE,Male,18,Some Travel,Technology,32,1,Computer Science,Machine Learning Engineer,50660,Yes,17-04-2022,Yes,0,0,0,0,23-01-2016,4,5,5,2,0,2,5,4
8AAD-FAFB,Female,24,Some Travel,Sales,3,3,Marketing,Sales Executive,130774,Yes,15-08-2016,Yes,4,3,3,4,24-01-2016,4,4,2,2,0,5,5,5
20BA-5868,Non-Binary,19,Some Travel,Sales,29,1,Marketing,Sales Representative,29673,No,27-03-2021,Yes,0,0,0,0,24-01-2016,3,2,3,3,0,5,4,4
45D7-5C8A,Male,26,Some Travel,Sales,45,3,Technical Degree,Sales Representative,20650,No,10-05-2014,Yes,2,0,0,1,25-01-2016,5,5,5,2,0,3,3,2
AB03-8820,Male,43,Some Travel,Sales,3,1,Economics,Manager,313198,No,28-03-2013,No,9,5,9,2,25-01-2016,3,5,2,1,1,5,3,3
B4E1-4A3E,Female,28,Some Travel,Technology,12,2,Computer Science,Data Scientist,115895,No,31-03-2014,Yes,4,1,3,2,26-01-2016,3,4,5,1,2,2,4,3
618D-7685,Female,30,Some Travel,Technology,26,3,Information Systems,Data Scientist,96170,No,15-04-2013,No,9,4,9,1,27-01-2016,4,2,2,3,1,2,5,4
6125-FEC8,Non-Binary,27,No Travel ,Technology,36,4,Business Studies,Software Engineer,50046,No,20-12-2015,No,7,1,6,2,27-01-2016,5,3,2,1,0,5,5,4
81FF-8D6C,Female,24,Some Travel,Sales,13,3,Economics,Sales Representative,24095,No,28-04-2018,Yes,2,2,2,1,25-03-2013,4,3,5,1,1,3,5,4
5A0B-7F31,Male,26,Some Travel,Sales,24,3,Marketing,Sales Executive,85982,No,13-03-2015,Yes,5,1,1,0,29-01-2016,3,2,5,1,2,3,3,2
E4F4-11B9,Female,29,Some Travel,Sales,19,2,Marketing ,Sales Executive,122811,Yes,27-02-2012,Yes,2,1,1,1,29-01-2016,3,5,3,2,0,3,4,4
B303-8962,Female,39,Some Travel,Sales,15,3,Marketing ,Sales Executive,136970,No,28-07-2013,No,9,4,8,2,29-01-2016,3,2,3,3,2,4,5,4
98EE-8547,Male,31,Some Travel,Technology,44,3,Information Systems,Analytics Manager,531629,Yes,06-01-2020,Yes,1,0,1,1,30-01-2016,3,3,5,3,0,4,5,4
041A-31B0,Female,34,Some Travel,Technology,41,3,Computer Science,Software Engineer,50386,No,20-05-2012,No,10,8,9,10,30-01-2016,3,4,2,1,3,2,5,5
7279-6591,Male,41,Some Travel,Sales,25,3,Marketing ,Sales Executive,231843,Yes,01-06-2017,Yes,1,1,1,0,31-01-2016,3,4,4,1,0,2,3,3
EEFC-DEC7,Male,44,Some Travel,Technology,4,4,Other,Data Scientist,85523,Yes,18-08-2014,Yes,8,0,4,1,31-01-2016,4,3,2,1,2,2,4,4
1180-BEC9,Male,43,Some Travel,Technology,17,3,Computer Science,Software Engineer,50946,Yes,15-03-2014,Yes,8,6,7,3,01-02-2016,4,2,4,2,0,5,5,5
EE04-1533,Female,47,Frequent Traveller,Sales,19,3,Technical Degree,Sales Representative,46684,No,12-01-2013,No,9,4,9,3,01-02-2016,5,4,3,1,1,4,4,3
B50B-5A18,Female,40,Frequent Traveller,Technology,27,4,Computer Science,Software Engineer,42333,No,19-02-2012,No,10,4,5,5,02-02-2016,3,4,5,2,1,4,4,3
84E7-02D4,Male,26,Some Travel,Technology,41,5,Business Studies,Machine Learning Engineer,161600,No,07-12-2017,Yes,5,0,2,0,26-03-2013,4,3,5,1,0,3,5,4
8CF6-3079,Female,27,Some Travel,Technology,1,4,Computer Science,Data Scientist,40050,Yes,16-07-2013,Yes,1,0,0,0,03-02-2016,3,4,5,2,1,5,3,3
D7EE-56FC,Female,39,Frequent Traveller,Sales,17,2,Technical Degree,Sales Executive,107863,Yes,19-01-2012,Yes,8,8,8,5,03-02-2016,4,3,2,2,0,3,5,5
1F12-DDDA,Male,32,No Travel ,Technology,12,4,Information Systems,Software Engineer,111294,No,19-07-2013,No,9,2,9,4,03-02-2016,5,2,2,1,0,2,5,4
62A3-DEA7,Male,25,Some Travel,Technology,8,1,Information Systems,Software Engineer,30931,Yes,13-08-2015,Yes,1,0,0,1,04-02-2016,5,3,3,3,0,4,4,3
586E-5C14,Male,40,Some Travel,Technology,9,1,Computer Science,Software Engineer,58551,No,27-02-2012,No,10,6,7,3,04-02-2016,5,2,2,1,1,4,3,2
8EE9-E86D,Male,46,Some Travel,Human Resources,45,3,Human Resources,Recruiter,48740,Yes,20-05-2012,Yes,10,8,9,6,05-02-2016,4,4,4,2,2,5,5,5
F3CD-9B5B,Male,29,Some Travel,Sales,12,2,Marketing ,Sales Representative,97794,No,30-05-2013,Yes,2,0,1,0,05-02-2016,5,5,4,3,1,2,5,4
AD0D-E79F,Male,22,Some Travel,Sales,16,2,Marketing,Sales Executive,53220,Yes,28-11-2021,Yes,0,0,0,0,05-02-2016,5,2,4,3,0,2,4,4
D8B3-30D2,Female,22,Some Travel,Technology,40,1,Business Studies,Data Scientist,53080,Yes,24-12-2019,Yes,2,0,1,0,05-02-2016,5,4,4,2,1,3,4,3
151D-1FF2,Female,34,Frequent Traveller,Sales,15,2,Marketing ,Sales Executive,173246,Yes,20-02-2012,Yes,9,4,7,7,06-02-2016,5,4,3,1,0,3,3,2
6176-3BEE,Male,29,Some Travel,Sales,20,3,Marketing ,Sales Executive,149688,Yes,04-02-2013,Yes,2,2,2,2,28-03-2013,5,4,3,2,1,2,3,2
5476-CA0D,Female,31,Frequent Traveller,Technology,4,2,Information Systems,Data Scientist,69747,No,12-01-2012,Yes,6,5,5,1,06-02-2016,3,4,4,2,1,2,5,4
D696-9D82,Male,38,Some Travel,Technology,39,3,Computer Science,Data Scientist,65416,No,25-03-2012,No,10,5,10,7,06-02-2016,3,5,3,3,1,5,3,2
C96F-0F3B,Female,41,Some Travel,Sales,16,1,Marketing ,Sales Representative,48147,No,01-03-2012,No,10,8,10,5,09-02-2016,3,2,5,2,0,4,5,4
EE39-C8F2,Female,47,Some Travel,Technology,17,2,Computer Science,Software Engineer,46514,No,12-02-2012,No,10,9,9,2,09-02-2016,5,5,5,2,2,5,5,4
9DFE-1FD5,Male,42,Some Travel,Human Resources,4,3,Human Resources,HR Manager,463051,No,01-03-2012,No,10,0,10,7,10-02-2016,5,5,2,1,0,5,5,4
0D1B-DEC2,Non-Binary,24,Some Travel,Technology,23,3,Computer Science,Data Scientist,100586,No,23-04-2017,Yes,4,4,4,4,11-02-2016,4,4,5,2,2,4,3,3
B407-ABCA,Male,26,Some Travel,Sales,2,4,Economics,Sales Executive,60087,Yes,08-11-2016,Yes,4,0,0,3,11-02-2016,3,3,4,3,0,3,5,4
5818-560C,Female,30,Some Travel,Technology,26,1,Computer Science,Senior Software Engineer,159438,No,22-05-2013,No,9,4,4,7,11-02-2016,5,2,5,2,1,2,4,3
DB6C-3B2F,Female,19,Some Travel,Technology,43,3,Information Systems,Data Scientist,49006,No,18-07-2022,Yes,0,0,0,0,12-02-2016,4,5,3,2,0,3,4,3
8ED3-4377,Male,30,Some Travel,Technology,33,3,Computer Science,Software Engineer,78743,No,09-04-2013,No,9,2,7,4,12-02-2016,4,5,2,3,1,2,4,4
03C5-51AD,Female,25,Some Travel,Technology,1,2,Computer Science,Data Scientist,32354,Yes,06-12-2015,Yes,7,4,6,2,31-03-2013,4,2,2,1,1,4,3,3
279C-7342,Non-Binary,29,Frequent Traveller,Sales,31,4,Marketing,Sales Executive,100925,Yes,08-08-2013,Yes,3,1,1,1,13-02-2016,3,5,2,1,2,4,3,2
83FD-F920,Male,25,Some Travel,Technology,41,1,Computer Science,Data Scientist,28137,Yes,10-01-2016,Yes,4,3,3,1,13-02-2016,5,3,2,1,1,2,4,4
626A-9377,Female,27,No Travel ,Technology,19,2,Business Studies,Senior Software Engineer,89785,No,19-12-2015,Yes,0,0,0,0,14-02-2016,4,2,4,2,0,5,4,3
0DBC-596E,Non-Binary,44,Some Travel,Technology,14,2,Computer Science,Data Scientist,92634,Yes,06-04-2013,No,9,8,9,9,15-02-2016,4,5,5,1,1,3,3,2
5A04-0EB4,Female,27,Frequent Traveller,Sales,43,3,Marketing,Sales Representative,24583,Yes,16-08-2014,Yes,7,0,1,6,16-02-2016,5,3,3,3,2,2,4,4
111D-E5EF,Non-Binary,37,Some Travel,Technology,3,3,Computer Science,Software Engineer,48395,No,15-01-2012,No,10,2,2,4,16-02-2016,5,3,5,2,1,3,3,3
97F4-0B14,Male,33,Some Travel,Technology,4,4,Other,Senior Software Engineer,97126,No,15-01-2012,No,10,8,10,2,16-02-2016,3,2,5,3,3,5,3,2
5021-95FC,Male,29,Some Travel,Sales,44,3,Marketing,Manager,377203,Yes,16-07-2013,Yes,5,4,4,0,18-02-2016,3,3,5,3,2,4,3,2
B97B-73D7,Female,29,Frequent Traveller,Sales,18,3,Marketing,Sales Executive,177402,No,10-07-2014,Yes,6,3,5,3,18-02-2016,4,4,4,2,0,5,4,3
D351-C7E4,Female,42,Some Travel,Technology,9,2,Information Systems,Data Scientist,73577,No,23-01-2013,No,9,9,9,6,18-02-2016,3,3,2,2,1,3,4,3
8FD9-AA59,Non-Binary,26,Frequent Traveller,Sales,14,4,Marketing ,Sales Executive,71349,No,20-06-2014,Yes,7,2,2,1,01-04-2013,4,2,4,1,1,2,3,2
3C7D-86ED,Female,40,Some Travel,Sales,3,2,Other,Sales Executive,104426,No,11-01-2012,No,10,3,4,6,19-02-2016,5,2,2,3,2,4,4,4
2219-56CA,Non-Binary,28,Some Travel,Sales,38,3,Marketing,Sales Executive,185380,No,21-09-2015,Yes,5,2,5,3,21-02-2016,4,2,4,2,1,2,5,4
8FB2-4CE0,Male,27,Some Travel,Technology,14,4,Computer Science,Data Scientist,37545,No,06-12-2016,Yes,2,1,1,1,21-02-2016,4,5,2,2,2,4,5,5
D6BA-10A1,Non-Binary,21,Some Travel,Technology,37,3,Information Systems,Data Scientist,43030,No,10-06-2021,No,1,0,1,1,21-02-2016,3,5,2,1,1,4,5,5
5237-1B85,Female,28,Some Travel,Technology,9,4,Computer Science,Software Engineer,43578,Yes,27-04-2012,Yes,5,3,5,5,22-02-2016,4,5,3,3,0,4,5,5
F968-671C,Male,27,Frequent Traveller,Sales,16,3,Technical Degree,Sales Executive,50559,No,14-04-2015,Yes,6,0,5,5,22-02-2016,5,4,3,1,0,4,3,3
F997-FE6C,Female,40,Some Travel,Technology,17,1,Information Systems,Software Engineer,41601,No,08-03-2013,No,9,8,9,8,22-02-2016,4,4,2,1,1,2,4,4
5B08-EF96,Female,36,No Travel ,Technology,28,4,Other,Data Scientist,77136,No,28-05-2012,No,10,10,10,10,23-02-2016,4,2,2,1,2,3,4,3
E348-E12B,Male,36,No Travel ,Technology,36,2,Information Systems,Software Engineer,61298,Yes,19-01-2012,No,10,3,9,3,23-02-2016,5,5,3,2,0,2,5,4
8ACE-C5CE,Female,43,Some Travel,Sales,38,2,Marketing,Sales Executive,121510,No,18-08-2013,No,9,8,8,5,23-02-2016,3,3,5,2,0,4,5,5
1A6D-AF5D,Male,25,Some Travel,Technology,9,3,Information Systems,Engineering Manager,243908,No,15-05-2017,No,5,4,4,1,02-04-2013,5,5,2,2,0,5,5,5
C900-9EF9,Non-Binary,30,Some Travel,Sales,11,1,Marketing,Sales Executive,127014,No,26-12-2014,No,8,4,8,0,23-02-2016,4,3,4,3,0,4,5,5
63DA-AA21,Female,43,Some Travel,Technology,35,3,Computer Science,Engineering Manager,436813,No,07-03-2012,No,10,8,9,7,24-02-2016,3,2,3,3,3,4,5,5
3120-B11F,Male,28,Frequent Traveller,Technology,7,4,Business Studies,Senior Software Engineer,140538,No,21-01-2015,No,7,3,5,0,25-02-2016,4,4,4,1,0,3,4,4
C016-FA12,Female,25,Some Travel,Sales,22,1,Marketing,Sales Representative,32894,No,14-05-2018,Yes,2,2,2,1,26-02-2016,4,4,4,2,1,4,4,3
3560-C117,Female,28,Frequent Traveller,Technology,4,3,Computer Science,Data Scientist,65659,Yes,09-05-2012,Yes,2,0,0,0,27-02-2016,4,3,4,3,3,3,3,3
1914-B934,Female,22,Frequent Traveller,Sales,19,3,Marketing ,Sales Representative,22122,Yes,26-10-2018,Yes,3,2,2,1,27-02-2016,5,4,4,1,1,4,3,3
596B-33F4,Male,26,Some Travel,Technology,2,3,Computer Science,Data Scientist,30207,Yes,01-09-2016,Yes,5,1,3,0,28-02-2016,3,4,5,1,1,5,5,5
E7A6-33A3,Female,38,Some Travel,Technology,39,4,Information Systems,Data Scientist,83590,No,23-02-2012,No,10,2,3,9,28-02-2016,3,5,4,3,0,3,3,3
00D4-DD53,Female,30,Frequent Traveller,Technology,44,1,Computer Science,Software Engineer,68508,Yes,28-01-2012,Yes,5,4,4,4,29-02-2016,5,4,5,1,1,5,4,4
7749-B277,Male,24,Some Travel,Human Resources,1,5,Human Resources,HR Executive,44634,No,25-04-2017,Yes,4,3,3,2,29-02-2016,4,4,3,3,0,4,4,3
B6EC-313E,Male,26,Frequent Traveller,Human Resources,17,3,Human Resources,Recruiter,30502,No,09-08-2014,Yes,0,0,0,0,04-04-2013,3,5,5,3,0,5,4,3
7823-0217,Non-Binary,25,Frequent Traveller,Sales,43,4,Marketing,Sales Executive,81889,Yes,02-11-2018,Yes,0,0,0,0,29-02-2016,3,2,4,2,1,3,5,5
6E7B-D50D,Female,38,Some Travel,Technology,12,1,Other,Senior Software Engineer,253077,No,15-06-2013,No,9,3,3,8,29-02-2016,4,2,2,3,2,3,3,2
17AD-99F5,Female,26,Some Travel,Technology,37,3,Computer Science,Software Engineer,26296,Yes,01-08-2014,Yes,5,2,2,2,01-03-2016,3,4,4,1,2,5,4,3
CC8A-0B1F,Female,28,Some Travel,Technology,23,2,Business Studies,Data Scientist,65328,No,27-06-2014,Yes,5,4,4,0,01-03-2016,5,4,5,2,1,4,4,3
